,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4
director,7.586218942449796E-4,2.868289554300718E-4,2.4396923513583072E-4,5.766213274281199E-4,3.171119479560569E-4,3.244614750667579E-5,5.230147562044795E-4,0.0012836257065474256,1.8941673698508435E-4,9.058566295383861E-4
dirksen,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
disabl,2.6069480901889334E-6,4.7021140234438E-6,7.215991461764009E-5,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.967287216907662E-4,6.110217322099495E-6,1.7761894696831102E-5
disagr,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,8.019237003967232E-5,1.2136383193379956E-4,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
disagre,2.6069480901889334E-6,1.927866749611958E-4,3.779805051400195E-5,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
disappear,2.867642899207827E-5,2.868289554300718E-4,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,6.17131949532049E-4,1.7761894696831102E-5
disappoint,2.6069480901889335E-7,4.7021140234438007E-7,3.4361864103638133E-7,3.8186842876034435E-7,3.914962320445147E-7,3.2446147506675794E-6,3.4727188314809276E-4,2.9557817993678266E-4,6.110217322099495E-7,1.7761894696831101E-6
disapprov,2.6069480901889334E-6,0.002543843686683096,3.4361864103638136E-6,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
disast,4.197186425204183E-4,1.457655347267578E-4,3.779805051400195E-5,1.1837921291570675E-4,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
disastr,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,4.306458552489662E-5,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
disciplin,1.0688487169774627E-4,1.927866749611958E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
disclos,2.6069480901889334E-6,2.398078151956338E-4,1.4088364282491633E-4,1.5656605579174117E-4,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
discov,2.6069480901889334E-6,1.457655347267578E-4,3.4361864103638136E-6,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
discrimin,1.329543525996356E-4,4.7021140234438E-6,3.4361864103638136E-6,1.5656605579174117E-4,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
discuss,0.0015407063213016597,2.868289554300718E-4,0.0049515446173342545,7.293686989322578E-4,7.086081800005716E-4,3.244614750667579E-5,0.0018863233624246865,3.983665985836838E-4,5.56029776311054E-4,1.9538084166514214E-4
dismantl,1.329543525996356E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,2.3881270154715395E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dismiss,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,3.5626157116050834E-4,3.244614750667579E-5,2.2556560575643424E-4,2.0164235236951896E-4,6.721239054309445E-5,1.7761894696831102E-5
display,1.0688487169774627E-4,4.7021140234438E-6,3.779805051400195E-5,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
disproportion,5.4745909893967604E-5,5.172325425788181E-5,3.4361864103638136E-6,4.2005527163637885E-5,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,2.0164235236951896E-4,6.721239054309445E-5,1.7761894696831102E-5
disput,1.5902383350152493E-4,2.398078151956338E-4,3.4361864103638136E-6,1.1837921291570675E-4,1.9966307834270249E-4,3.244614750667579E-5,2.9992789336844554E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
disrupt,2.111627953053036E-4,5.172325425788181E-5,3.779805051400195E-5,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,5.205360132840791E-5,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
dissatisfi,2.6069480901889334E-6,5.219346566022619E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dissid,1.5902383350152493E-4,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.7266172124404146E-5,5.950908447978486E-4,6.110217322099495E-6,1.7761894696831102E-5
distinct,8.081539079585694E-5,5.172325425788181E-5,3.4361864103638136E-6,4.2005527163637885E-5,2.3881270154715395E-4,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
distinguish,8.081539079585694E-5,9.874439449231981E-5,7.215991461764009E-5,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
distribut,2.111627953053036E-4,5.172325425788181E-5,2.7833109923946884E-4,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
district,8.081539079585694E-5,5.689557968366998E-4,1.0652177872127821E-4,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.7266172124404146E-5,3.000044754766014E-4,2.5051891020607927E-4,1.7761894696831102E-5
disturb,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9541119436495986E-4,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,4.94927603090059E-4,1.7761894696831102E-5
divers,1.8509331440341427E-4,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
divid,5.4745909893967604E-5,4.749135163678238E-4,3.4361864103638136E-6,1.947528986677756E-4,4.3456081756941133E-4,3.244614750667579E-5,7.684103053241167E-5,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
divis,8.081539079585694E-5,5.219346566022619E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.751404641644418E-4,1.5246129081597775E-4,3.116210834270742E-4,1.7761894696831102E-5
divorc,5.4745909893967604E-5,9.874439449231981E-5,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,3.491855370301426E-4,6.110217322099495E-6,1.7761894696831102E-5
do,5.4745909893967604E-5,4.7021140234438E-6,2.096073710321926E-4,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dobbin,8.081539079585694E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dobson,2.6069480901889334E-6,1.927866749611958E-4,3.779805051400195E-5,3.818684287603444E-6,3.171119479560569E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
doc,2.6069480901889334E-6,4.7021140234438E-6,2.4396923513583072E-4,4.2005527163637885E-5,3.9149623204451475E-6,0.07011612476192638,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,5.506187356017642E-4
doctor,3.1544071891286094E-4,4.7021140234438E-6,1.4088364282491633E-4,1.1837921291570675E-4,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,1.5246129081597775E-4,2.5051891020607927E-4,1.7761894696831102E-5
doctrin,1.329543525996356E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.9966307834270249E-4,3.244614750667579E-5,2.2556560575643424E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
document,1.5902383350152493E-4,4.7021140234438E-6,5.53226012068574E-4,3.818684287603444E-6,4.3456081756941133E-4,3.244614750667579E-5,3.7429018098045685E-4,3.000044754766014E-4,3.7272325664806916E-4,5.506187356017642E-4
dod,3.4151019981475025E-4,4.7021140234438E-6,1.7524550692855445E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
dodd,2.6069480901889334E-6,3.808712358989478E-4,3.779805051400195E-5,0.001111237127692602,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
dog,2.6069480901889334E-6,1.927866749611958E-4,7.215991461764009E-5,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
doherti,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,3.491855370301426E-4,3.116210834270742E-4,1.7761894696831102E-5
dollar,4.197186425204183E-4,9.874439449231981E-5,3.4361864103638136E-6,7.293686989322578E-4,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,0.0031525060455819915,2.5051891020607927E-4,1.7761894696831102E-5
domenici,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,2.4787429204003767E-6,5.459097832443074E-4,6.110217322099495E-6,1.7761894696831102E-5
domest,4.4578812342230766E-4,1.927866749611958E-4,3.779805051400195E-5,2.3293974154381004E-4,3.171119479560569E-4,3.244614750667579E-5,3.247153225724493E-4,5.459097832443074E-4,1.283145637640894E-4,1.7761894696831102E-5
domin,1.5902383350152493E-4,1.927866749611958E-4,3.4361864103638136E-6,3.4750027017191337E-4,3.171119479560569E-4,3.244614750667579E-5,2.0077817655243048E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
donat,2.867642899207827E-5,4.749135163678238E-4,3.4361864103638136E-6,1.5656605579174117E-4,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,3.000044754766014E-4,6.721239054309445E-5,1.7761894696831102E-5
done,9.41108260558205E-4,1.927866749611958E-4,0.0016184437992813562,8.439292275603611E-4,4.3456081756941133E-4,3.244614750667579E-5,8.204639066525247E-4,7.426340294584723E-4,3.7272325664806916E-4,1.7761894696831102E-5
donilon,2.6069480901889334E-6,4.7021140234438E-6,2.096073710321926E-4,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,3.247153225724493E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
donor,6.543439706374224E-4,4.278923761333858E-4,3.4361864103638136E-6,5.766213274281199E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
door,5.4745909893967604E-5,9.874439449231981E-5,2.4396923513583072E-4,1.947528986677756E-4,1.2136383193379956E-4,3.244614750667579E-5,1.7599074734842672E-4,1.5246129081597775E-4,3.116210834270742E-4,1.7761894696831102E-5
doubl,8.081539079585694E-5,2.398078151956338E-4,1.4088364282491633E-4,2.711265844198445E-4,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
doubt,8.081539079585694E-5,9.874439449231981E-5,2.096073710321926E-4,1.1837921291570675E-4,2.3881270154715395E-4,3.244614750667579E-5,2.751404641644418E-4,5.459097832443074E-4,6.721239054309445E-5,1.7761894696831102E-5
doug,2.6069480901889334E-6,9.874439449231981E-5,3.12692963343107E-4,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
dougla,2.6069480901889334E-6,5.172325425788181E-5,1.4088364282491633E-4,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
down,2.6069480901889334E-6,9.874439449231981E-5,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.50353034960438E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
download,2.6069480901889334E-6,4.7021140234438E-6,3.12692963343107E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dozen,5.4745909893967604E-5,4.749135163678238E-4,3.779805051400195E-5,3.4750027017191337E-4,2.779623247516054E-4,3.244614750667579E-5,3.4950275177645306E-4,2.0164235236951896E-4,4.338254298690641E-4,1.7761894696831102E-5
dr,2.6069480901889334E-6,9.874439449231981E-5,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,4.338254298690641E-4,3.7299978863345314E-4
draft,1.8509331440341427E-4,9.874439449231981E-5,0.003473984460877815,1.1837921291570675E-4,1.9966307834270249E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
drama,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,2.779623247516054E-4,3.244614750667579E-5,2.4787429204003767E-6,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
dramat,1.8509331440341427E-4,2.868289554300718E-4,3.4361864103638136E-6,1.1837921291570675E-4,1.2136383193379956E-4,3.244614750667579E-5,5.205360132840791E-5,3.491855370301426E-4,2.5051891020607927E-4,1.7761894696831102E-5
drastic,5.4745909893967604E-5,9.874439449231981E-5,3.4361864103638136E-6,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
draw,2.893712380109716E-4,9.874439449231981E-5,7.215991461764009E-5,2.3293974154381004E-4,2.3881270154715395E-4,3.244614750667579E-5,3.9907761018446064E-4,5.409916770889534E-5,1.283145637640894E-4,1.7761894696831102E-5
drawn,2.111627953053036E-4,1.927866749611958E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.0077817655243048E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
dream,2.6069480901889334E-6,2.868289554300718E-4,3.4361864103638136E-6,1.947528986677756E-4,4.306458552489662E-5,3.244614750667579E-5,2.9992789336844554E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
dress,5.4745909893967604E-5,2.868289554300718E-4,1.0652177872127821E-4,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,1.283145637640894E-4,1.7761894696831102E-5
drew,2.6069480901889334E-6,9.874439449231981E-5,3.4361864103638136E-6,3.0931342729587893E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
drink,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,2.3293974154381004E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
drive,3.4151019981475025E-4,1.927866749611958E-4,1.7524550692855445E-4,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,2.5082341392306017E-4,6.110217322099495E-6,0.001261094523475008
drop,8.081539079585694E-5,7.100192175400139E-4,4.8450228386129763E-4,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,1.264158889404192E-4,2.0164235236951896E-4,1.8941673698508435E-4,1.9538084166514214E-4
drug,3.1544071891286094E-4,1.457655347267578E-4,3.4361864103638136E-6,0.001111237127692602,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,7.393362959740388E-4,1.7761894696831102E-5
due,1.0688487169774627E-4,9.874439449231981E-5,2.096073710321926E-4,1.947528986677756E-4,3.5626157116050834E-4,3.244614750667579E-5,7.684103053241167E-5,4.47547660137225E-4,1.8941673698508435E-4,1.7761894696831102E-5
dump,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.5120331814442295E-4,4.47547660137225E-4,2.5051891020607927E-4,1.7761894696831102E-5
dup,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,0.002365609060725332,6.110217322099495E-6,1.7761894696831102E-5
durbin,2.6069480901889334E-6,4.7021140234438E-6,1.4088364282491633E-4,5.384344845520855E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dutch,2.867642899207827E-5,4.7021140234438E-6,7.215991461764009E-5,4.2005527163637885E-5,5.911593103872172E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,1.283145637640894E-4,1.7761894696831102E-5
duti,2.6069480901889334E-6,9.874439449231981E-5,7.215991461764009E-5,3.818684287603444E-6,2.3881270154715395E-4,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,3.116210834270742E-4,1.7761894696831102E-5
dynam,1.5902383350152493E-4,5.172325425788181E-5,3.779805051400195E-5,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
dysfunct,1.329543525996356E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,6.721239054309445E-5,1.7761894696831102E-5
ea,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
eager,5.4745909893967604E-5,9.874439449231981E-5,1.7524550692855445E-4,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
earli,4.979270852260863E-4,8.51082638243328E-4,0.0014809963428668036,8.057423846843266E-4,2.779623247516054E-4,3.244614750667579E-5,4.982273270004757E-4,2.5082341392306017E-4,6.17131949532049E-4,1.7761894696831102E-5
earlier,1.8509331440341427E-4,3.338500956645098E-4,7.937590607940409E-4,2.711265844198445E-4,1.6051345513825102E-4,3.244614750667579E-5,5.230147562044795E-4,4.47547660137225E-4,6.78234122753044E-4,1.7761894696831102E-5
earn,5.4745909893967604E-5,4.749135163678238E-4,3.4361864103638136E-6,1.1837921291570675E-4,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,5.950908447978486E-4,1.283145637640894E-4,1.7761894696831102E-5
